"KDSATKER","KDDEPT","KDAKUN","REALISASI"
"683017","006","425129",8700000
"005016","006","425131",614748736
"005017","006","425131",1262456
"005018","006","425131",216300
"005020","006","425131",21108106
"005037","006","425131",81940596
"005041","006","425131",69762
"005058","006","425131",32202439
"005062","006","425131",0
"005079","006","425131",78927
"005083","006","425131",372627266
"005090","006","425131",107280124
"005105","006","425131",2071000
"005112","006","425131",2942082
"005126","006","425131",21904030
"005130","006","425131",8907312
"005147","006","425131",10860500
"005151","006","425131",4542925
"005168","006","425131",41415456
"005189","006","425131",2107486
"005193","006","425131",9157150
"005201","006","425131",12213116
"005215","006","425131",3789967
"005222","006","425131",10328216
"005236","006","425131",13263827
"005240","006","425131",7913800
"005257","006","425131",4658576
"005261","006","425131",7238016
"005278","006","425131",7324020
"005282","006","425131",46130000
"005299","006","425131",15038650
"005304","006","425131",60351700
"005311","006","425131",21471879
"005325","006","425131",4715801
"005332","006","425131",3767229
"005346","006","425131",8833830
"005350","006","425131",6197157
"005367","006","425131",11042116
"005371","006","425131",2333628
"005388","006","425131",5599252
"005392","006","425131",6332374
"005400","006","425131",8054768
"005414","006","425131",5440037
"005421","006","425131",5660580
"005435","006","425131",4876066
"005442","006","425131",4003560
"005456","006","425131",5903519
"005460","006","425131",782084
"005477","006","425131",6770583
"005481","006","425131",0
"005498","006","425131",10004688
"005503","006","425131",7263404
"005510","006","425131",4575352
"005524","006","425131",5650612
"005531","006","425131",10024090
"005545","006","425131",4643300
"005552","006","425131",3240811
"005566","006","425131",2689620
"005570","006","425131",6690541
"005587","006","425131",2251966
"005591","006","425131",2344575
"005609","006","425131",13398500
"005613","006","425131",10837405
"005620","006","425131",6182487
"005634","006","425131",3411313
"005641","006","425131",8810694
"005655","006","425131",65754700
"005662","006","425131",7172610
"005676","006","425131",2493713
"005680","006","425131",31300000
"005697","006","425131",7398006
"005702","006","425131",15186000
"005719","006","425131",24556288
"005723","006","425131",3263802
"005730","006","425131",16345399
"005744","006","425131",612744
"005751","006","425131",3440720
"005765","006","425131",2445004
"005772","006","425131",3921344
"005786","006","425131",3489476
"005790","006","425131",1985711
"005808","006","425131",44111796
"005812","006","425131",4147560
"005829","006","425131",2348456
"005833","006","425131",2770000
"005840","006","425131",26442302
"005854","006","425131",2889759
"005861","006","425131",9270220
"005875","006","425131",623308
"005882","006","425131",8845614
"005896","006","425131",1767240
"005901","006","425131",2255708
"005918","006","425131",3429884
"005922","006","425131",989776
"005939","006","425131",1322796
"005943","006","425131",1202750
"005950","006","425131",3933074
"005964","006","425131",461340
"005971","006","425131",10000000
"005985","006","425131",3655057
"005992","006","425131",3509040
"006004","006","425131",4685720
"006011","006","425131",8128806
"006025","006","425131",2240865
"006032","006","425131",663602
"006046","006","425131",1919820
"006050","006","425131",26033630
"006067","006","425131",14387143
"006071","006","425131",9962561
"006088","006","425131",2314902
"006092","006","425131",2971869
"006100","006","425131",2754236
"006114","006","425131",4714730
"006121","006","425131",2653842
"006142","006","425131",834348
"006156","006","425131",730658
"006160","006","425131",5477952
"006177","006","425131",10907207
"006181","006","425131",2526692
"006198","006","425131",11531624
"006203","006","425131",3245245
"006210","006","425131",2378390
"006224","006","425131",1535000
"006231","006","425131",8068512
"006245","006","425131",3304555
"006252","006","425131",2035972
"006266","006","425131",4024950
"006287","006","425131",18960415
"006291","006","425131",3151989
"006309","006","425131",3686064
"006313","006","425131",2824810
"006320","006","425131",1249504
"006334","006","425131",23631810
"006341","006","425131",9768018
"006355","006","425131",713929
"006362","006","425131",228000
"006376","006","425131",528514
"006380","006","425131",24499236
"006397","006","425131",3996000
"006402","006","425131",293968
"006419","006","425131",0
"006423","006","425131",548130
"006430","006","425131",315000
"006444","006","425131",815793
"006451","006","425131",1141800
"006465","006","425131",3040376
"006472","006","425131",1198502
"006486","006","425131",1079581
"006490","006","425131",285120
"006508","006","425131",0
"006512","006","425131",393881
"006529","006","425131",1029024
"006533","006","425131",185088
"006540","006","425131",348810
"006561","006","425131",234745
"006582","006","425131",224235
"006596","006","425131",525269
"006601","006","425131",285120
"006622","006","425131",19237014
"006639","006","425131",2691276
"006643","006","425131",2720277
"006650","006","425131",2024336
"006664","006","425131",16016380
"006671","006","425131",1337680
"006685","006","425131",399160
"006692","006","425131",4087502
"006707","006","425131",1523908
"006728","006","425131",224244
"006749","006","425131",3582866
"006753","006","425131",701217
"006760","006","425131",1991680
"006774","006","425131",393190
"006781","006","425131",655772
"006795","006","425131",796680
"006800","006","425131",249150
"006817","006","425131",163993425
"006821","006","425131",4774448
"006838","006","425131",1161414
"006842","006","425131",782595
"006859","006","425131",5507025
"006863","006","425131",1441363
"006870","006","425131",2382690
"006884","006","425131",2910909
"006906","006","425131",2475621
"006910","006","425131",8092915
"006927","006","425131",2914840
"006931","006","425131",21606927
"006948","006","425131",5945077
"006969","006","425131",581344
"006973","006","425131",8061717
"006980","006","425131",427130
"006994","006","425131",21343951
"007009","006","425131",2267989
"007013","006","425131",1226730
"007020","006","425131",797483
"007034","006","425131",7529000
"007041","006","425131",2638013
"007055","006","425131",1783766
"007062","006","425131",2957586
"007076","006","425131",0
"007080","006","425131",4441712
"007097","006","425131",1489816
"007102","006","425131",13965265
"007119","006","425131",3006851
"007123","006","425131",2951283
"007130","006","425131",884412
"007144","006","425131",3717097
"007151","006","425131",2321760
"007165","006","425131",1879762
"007172","006","425131",1549832
"007186","006","425131",688712
"007190","006","425131",4559748
"007208","006","425131",640000
"007212","006","425131",8874774
"007229","006","425131",990546
"007233","006","425131",746966
"007240","006","425131",8559162
"007254","006","425131",7911279
"007261","006","425131",14962100
"007275","006","425131",10136220
"007282","006","425131",751414
"007296","006","425131",2966878
"007301","006","425131",18831320
"007318","006","425131",27481094
"007322","006","425131",2344394
"007339","006","425131",4021837
"007350","006","425131",723910
"007364","006","425131",399160
"007371","006","425131",40001684
"007385","006","425131",3221048
"007392","006","425131",2823120
"007407","006","425131",3484440
"007411","006","425131",2970524
"007428","006","425131",1894158
"007432","006","425131",744320
"007449","006","425131",3564284
"007453","006","425131",9861868
"007460","006","425131",1589069
"007474","006","425131",2469082
"007481","006","425131",8866542
"007495","006","425131",12303246
"007500","006","425131",969976
"007517","006","425131",6639058
"007521","006","425131",1397060
"007538","006","425131",864355
"007542","006","425131",1302258
"007559","006","425131",2385202
"007563","006","425131",5166336
"007570","006","425131",1322930
"007584","006","425131",1205522
"007591","006","425131",18009652
"007606","006","425131",2160680
"007610","006","425131",1174000
"007627","006","425131",2541850
"007631","006","425131",3113448
"007648","006","425131",8129385
"007652","006","425131",1233116
"007669","006","425131",3451700
"007673","006","425131",15828518
"007680","006","425131",31900000
"007694","006","425131",2278368
"007702","006","425131",17730932
"007716","006","425131",4384151
"007720","006","425131",3664790
"007737","006","425131",2851460
