"KDSATKER","MAX(REVISION_NUMBER)"
"416334",4
"416335",3
"416337",5
"416339",4
"416340",4
"416346",3
"416352",3
"416361",5
"416362",10
"416363",4
"416364",1
"416365",3
"416367",7
"416368",4
"416377",14
"416378",9
"416379",4
"416380",11
"416381",8
"416382",3
"416383",12
"416384",9
"416385",6
"416386",3
"416387",4
"416388",5
"416392",6
"416393",6
"416394",2
"416403",6
"416412",3
"416428",3
"416434",7
"416435",8
"416436",2
"416437",3
"416440",4
"416459",7
"416460",6
"416461",2
"416462",2
"416465",4
"416471",8
"416472",7
"416473",2
"416474",3
"416480",3
"416496",7
"416497",9
"416498",5
"416499",2
"416500",2
"416516",3
"416522",4
"416531",2
"416553",3
"416562",10
"416563",12
"416564",8
"416565",2
"416578",5
"416579",6
"416580",3
"416581",3
"416584",6
"416610",7
"416611",6
"416612",4
"416613",3
"416629",11
"416630",9
"416631",5
"416632",4
"416635",9
"416636",10
"416637",3
"416638",3
"416641",4
"416650",8
"416651",8
"416652",1
"416653",2
"416666",13
"416667",10
"416668",5
"416669",3
"416672",11
"416673",8
"416674",4
"416675",1
"416681",4
"416697",9
"416698",5
"416699",3
"416700",3
"416701",3
"416717",9
"416718",8
"416719",3
"416720",2
"416723",4
"416732",10
"416733",9
"416734",3
"416735",2
"416736",3
"416748",10
"416749",9
"416750",4
"416751",3
"416754",12
"416755",10
"416756",4
"416757",4
"416760",4
"416779",4
"416785",3
"416791",3
"416805",9
"416806",8
"416807",3
"416808",2
"416811",8
"416812",8
"416813",2
"416814",3
"416820",1
"416836",3
"416842",10
"416843",11
"416844",5
"416845",3
"416851",3
"416867",3
"416873",10
"416874",10
"416875",3
"416876",3
"416882",3
"416898",3
"416902",13
"416903",6
"416904",5
"416905",6
"416918",7
"416919",9
"416920",11
"416921",4
"416922",3
"416923",1
"416924",9
"416925",5
"416926",8
"416927",3
"416928",2
"416929",2
"416930",4
"416932",3
"416949",8
"416950",11
"416951",3
"416954",3
"416955",7
"416956",10
"416957",4
"416961",9
"416963",2
"416964",9
"416965",3
"416966",3
"416968",3
"416969",3
"416970",7
"416971",3
"416972",10
"416973",5
"416974",4
"416975",3
"416978",4
"416986",3
"416992",4
"417004",1
"417006",5
"417012",9
"417013",11
"417014",7
"417015",5
"417016",3
"417017",2
"417018",4
"417020",5
"417021",2
"417023",3
"417024",2
"417025",9
"417027",6
"417029",6
"417037",7
"417038",10
"417039",2
"417043",7
"417044",5
"417045",3
"417046",6
"417047",3
"417049",2
"417052",6
"417053",11
"417054",4
"417055",2
"417057",5
"417068",9
"417069",10
"417070",3
"417072",3
"417073",3
"417074",4
"417077",8
"417079",5
"417080",10
"417081",12
"417082",8
"417083",5
"417085",11
"417089",11
"417091",8
"417099",10
"417100",4
"417101",10
"417102",8
"417103",4
"417105",4
"417119",12
"417125",11
"417126",16
"417127",5
"417128",4
"417131",8
"417132",6
"417133",3
"417134",4
"417135",4
"417136",3
"417137",3
"417140",9
"417141",7
"417142",4
"417143",1
"417144",2
"417146",3
"417156",4
"417162",8
"417163",7
"417164",4
"417166",4
"417171",8
"417172",9
"417173",4
"417174",3
"417177",2
"417178",2
"417187",11
"417188",14
"417189",8
"417191",3
"417192",5
"417193",5
"417207",19
"417208",12
"417209",10
"417210",2
"417212",4
"417213",10
"417214",10
"417215",4
"417216",5
"417217",4
"417218",4
"417219",3
"417222",6
"417238",3
"417244",3
"417250",3
"417269",4
"417275",8
"417276",8
"417277",3
"417278",2
"417279",3
"417280",4
"417281",11
"417282",3
"417283",11
"417284",6
"417285",2
"417287",6
"417290",2
"417301",3
"417310",8
"417311",10
"417312",5
"417313",2
"417314",5
"417326",13
"417327",9
"417328",4
"417331",3
"417332",5
"417341",2
"417357",4
"417363",3
"417372",9
"417373",12
"417374",4
"417375",2
"417378",2
"417388",4
"417394",8
"417395",8
"417396",3
"417398",2
"417402",6
"417405",7
"417407",7
"417408",3
"417409",7
"417411",8
"417413",5
"417414",8
"417415",11
"417416",9
"417417",6
"417419",5
"417420",10
"417421",9
"417422",8
"417423",5
"417424",2
"417426",1
"417427",4
"417428",9
"417439",6
"417445",8
"417446",9
"417447",7
"417448",2
"417449",3
"417450",3
"417451",11
"417453",2
"417460",3
"417476",8
"417477",10
"417478",3
"417480",1
"417482",2
"417484",8
"417491",9
"417492",12
"417493",4
"417494",4
"417495",4
"417496",3
"417498",7
"417502",4
"417511",10
"417512",11
"417513",8
"417514",2
"417515",4
"417516",3
"417517",3
"417518",4
"417527",2
"417533",4
"417542",7
"417543",9
"417544",4
"417545",2
"417546",2
"417547",3
"417550",4
"417558",10
"417559",13
"417560",5
"417561",2
"417562",3
"417564",1
"417566",3
"417570",4
"417589",3
"417595",8
"417596",6
"417597",9
"417598",3
"417599",1
"417600",2
"417601",3
"417602",3
"417607",3
"417609",6
"417610",9
"417611",4
"417613",3
"417615",3
"417617",3
"417621",6
"417623",5
"417624",3
"417625",5
"417626",5
"417630",10
"417631",11
"417632",6
"417634",3
"417637",4
"417638",5
"417640",3
"417641",2
"417642",3
"417643",5
"417644",3
"417645",3
"417646",3
"417647",4
"417648",5
"417649",10
"417650",6
"417652",3
"417653",8
"417654",7
"417655",2
"417657",4
"417658",2
"417659",9
"417660",4
"417661",3
"417667",3
"417668",6
"417669",5
"417670",3
"417671",5
"417672",7
"417673",4
"417674",3
"417675",6
"417677",3
"417680",6
"417681",3
"417683",11
"417684",8
"417685",6
"417690",4
"417692",2
"417693",9
"417694",9
"417695",6
"417696",10
"417697",3
"417698",10
"417699",5
"417700",4
"417701",3
"417703",2
"417704",1
"417706",2
"417707",11
"417708",6
"417711",4
"417712",4
"417713",4
"417714",3
"417715",2
"417716",2
"417717",5
"417718",4
"417720",6
"417721",8
"417722",1
"417723",1
"417724",1
"417726",8
"417728",5
"417733",2
"417734",13
"417735",8
"417736",8
"417738",5
"417740",5
"417742",8
"417743",3
"417744",3
"417745",1
"417746",3
"417747",4
"417748",3
"417751",2
"417752",4
"417753",5
"417754",4
"417755",6
"417757",5
"417759",3
"417761",1
"417764",4
"417765",7
"417766",10
"417767",5
"417771",2
"417773",3
"417774",6
"417777",8
"417778",7
"417780",2
"417786",5
"417791",1
"417792",3
"417793",7
"417794",8
"417795",7
"417796",3
"417797",8
"417798",7
"417799",8
"417800",9
"417801",3
"417802",7
"417803",2
"417804",2
"417805",4
"417806",4
"417807",3
"417808",8
"417809",7
"417810",8
"417811",6
"417812",5
"417813",8
"417815",4
"417816",5
"417817",7
"417818",3
"417819",2
"417822",6
"417823",1
"417825",8
"417826",4
"417828",2
"417830",5
"417831",5
"417832",6
"417833",3
"417834",2
"417835",4
"417836",9
"417837",1
"417838",6
"417839",9
"417840",8
"417841",4
"417842",6
"417843",8
"417844",3
"417845",2
"417846",7
"417849",5
"417850",5
"417851",3
"417852",4
"417853",7
"417854",8
"417855",3
"417856",1
"417857",5
"417858",11
"417859",5
"417860",4
"417861",4
"417862",6
"417863",9
"417864",3
"417865",1
"417866",2
"417867",7
"417868",4
"417869",6
"417871",8
"417872",2
"417873",2
"417874",6
"417875",7
"417876",5
"417877",2
"417878",3
"417879",3
"417881",4
"417882",8
"417884",5
"417885",7
"417886",3
"417887",4
"417888",3
"417890",6
"417891",3
"417892",7
"417893",3
"417894",3
"417895",4
"417896",5
"417897",3
"417899",2
"417901",3
"417902",5
"417903",4
"417904",7
"417905",10
"417906",6
"417908",4
"417909",3
"417910",5
"417912",9
"417929",3
"417935",5
"417941",3
"417949",6
"417950",3
"417966",3
"417972",3
"417978",7
"417979",3
"417980",4
"417981",5
"417982",9
"417983",4
"417984",3
"417987",3
"417988",1
"417991",1
"417993",4
"417996",6
"417997",3
"417998",6
"417999",7
"418000",6
"418001",5
"418002",6
"418003",2
"418004",2
"418005",2
"418007",2
"418008",2
"418009",6
"418010",6
"418011",6
"418013",6
"418014",6
"418015",2
"418017",2
"418018",6
"418019",6
"418020",6
"418021",7
"418022",6
"418023",5
"418024",6
"418032",7
"418033",8
"418034",3
"418035",3
"418045",1
"418048",8
"418054",6
"418060",5
"418077",1
"418079",4
"418085",7
"418091",7
"418092",7
"418093",3
"418096",2
"418102",6
"418103",6
"418104",9
"418105",4
"418106",6
"418107",8
"418108",6
"418109",4
"418110",6
"418111",11
"418112",11
"418113",7
"418114",8
"418115",6
"418116",6
"418117",7
"418118",10
"418119",9
"418120",9
"418121",10
"418122",6
"418123",5
"418126",4
"418127",7
"418128",6
"418129",3
"418130",2
"418131",5
"418132",4
"418133",3
"418135",10
"418136",5
"418137",7
"418138",5
"418139",5
"418140",14
"418141",2
"418142",11
"418143",9
"418144",6
"418145",5
"418147",8
"418148",4
"418149",8
"418151",6
"418152",8
"418153",4
"418154",5
"418156",5
"418167",6
"418168",7
"418169",8
"418172",4
"418173",7
"418174",6
"418175",9
"418176",5
"418178",5
"418179",11
"418180",3
"418181",3
"418182",6
"418183",4
"418184",2
"418185",1
"418187",2
"418188",3
"418189",3
"418190",7
"418191",3
"418193",2
"418194",3
"418195",3
"418196",1
"418197",1
"418198",10
"418199",6
"418200",7
"418201",3
"418202",9
"418203",2
"418204",5
"418205",6
"418206",5
"418207",7
"418208",7
"418213",3
"418214",1
"418215",9
"418216",9
"418217",7
"418218",1
"418219",8
"418220",11
"418221",9
"418222",14
"418223",9
"418224",2
"418225",11
"418226",10
"418227",7
"418228",8
"418229",9
"418230",5
"418231",10
"418232",2
"418233",6
"418249",3
"418250",5
"418251",1
"418252",3
"418255",7
"418256",2
"418257",1
"418260",2
"418261",5
"418262",5
"418263",2
"418266",2
"418270",2
"418276",3
"418278",2
"418279",3
"418281",2
"418283",3
"418284",2
"418285",2
"418286",6
"418287",7
"418288",7
"418289",2
"418290",1
"418291",2
"418292",4
"418293",4
"418294",3
"418295",2
"418296",2
"418297",2
"418298",3
"418299",3
"418300",4
"418301",2
"418302",6
"418304",7
"418305",6
"418306",1
"418307",7
"418308",3
"418309",4
"418310",4
"418311",2
"418312",2
"418313",4
"418314",6
"418315",5
"418316",4
"418317",4
"418318",3
"418319",9
"418320",4
"418321",2
"418322",5
"418323",5
"418324",4
"418325",3
"418326",5
"418327",9
"418328",11
"418329",7
"418330",5
"418331",6
"418332",8
"418333",4
"418334",4
"418335",10
"418336",6
"418337",2
"418338",8
"418339",4
"418340",3
"418341",4
"418342",3
"418343",1
"418344",5
"418345",5
"418346",4
"418347",8
"418348",6
"418349",4
"418350",4
"418351",7
"418352",5
"418353",1
"418354",3
"418355",3
"418356",4
"418357",5
"418358",5
"418359",5
"418360",9
"418361",11
"418362",6
"418363",5
"418364",4
"418365",5
"418366",3
"418367",6
"418368",6
"418369",7
"418370",5
"418371",3
"418373",5
"418374",2
"418375",1
"418376",3
"418377",4
"418378",8
"418379",6
"418380",2
"418381",13
"418382",8
"418383",8
"418384",9
"418385",7
"418386",7
"418387",7
"418388",7
"418389",9
"418390",7
"418391",8
"418392",7
"418393",9
"418394",7
"418395",12
"418396",7
"418397",8
"418398",10
"418400",5
"418401",6
"418403",1
"418405",4
"418408",4
"418409",3
"418410",2
"418411",2
"418412",2
"418413",1
"418414",6
"418415",4
"418416",4
"418417",1
"418418",3
"418419",5
"418420",3
"418421",2
"418422",4
"418423",2
"418424",1
"418425",3
"418426",3
"418430",3
"418431",2
"418432",1
"418435",2
"418437",1
"418440",2
"418448",3
"418449",4
"418450",7
"418451",5
"418452",5
"418453",3
"418454",2
"418455",3
"418456",3
"418457",4
"418458",1
"418459",1
"418461",1
"418463",3
"418464",6
"418465",4
"418466",5
"418467",2
"418469",1
"418470",5
"418471",1
"418472",4
"418473",3
"418474",5
"418475",4
"418476",3
"418477",7
"418478",5
"418479",5
"418480",5
"418481",4
"418482",4
"418483",2
"418487",2
"418488",5
"418489",1
"418490",2
"418495",5
"418497",2
"418498",1
"418499",3
"418500",1
"418501",1
"418502",3
"418503",3
"418504",1
"418505",1
"418506",5
"418507",7
"418508",6
"418509",5
"418511",1
"418512",3
"418513",3
"418514",3
"418515",2
"418517",1
"418520",3
"418521",2
"418522",6
"418523",6
"418524",2
"418527",2
"418529",2
"418531",1
"418532",1
"418533",1
"418537",3
"418538",7
"418539",8
"418540",4
"418541",3
"418542",4
"418543",4
"418544",6
"418545",8
"418546",4
"418549",3
"418550",5
"418551",1
"418552",5
"418553",5
"418554",7
"418569",9
"418570",6
"418571",3
"418573",3
"418575",5
"418576",15
"418577",5
"418578",3
"418579",7
"418580",4
"418581",8
"418582",6
"418583",4
"418584",10
"418585",7
"418587",5
"418590",2
"418591",5
"418601",3
"418610",10
"418611",6
"418612",4
"418613",3
"418614",1
"418617",4
"418626",3
"418630",1
"418632",6
"418633",7
"418634",5
"418636",4
"418637",7
"418639",5
"418641",6
"418657",6
"418658",7
"418659",2
"418661",3
"418662",5
"418663",10
"418665",3
"418666",11
"418667",8
"418668",6
"418669",4
"418670",6
"418671",5
"418672",7
"418673",11
"418674",8
"418675",2
"418676",3
"418677",1
"418678",5
"418679",1
"418688",3
"418694",8
"418695",12
"418696",9
"418697",4
"418698",7
"418700",5
"418701",5
"418708",4
"418714",6
"418715",5
"418716",2
"418717",3
"418718",5
"418719",4
"418720",4
"418721",5
"418722",3
"418723",5
"418724",3
"418727",3
"418738",1
"418739",8
"418740",8
"418741",5
"418742",4
"418743",2
"418744",4
"418745",6
"418746",5
"418747",2
"418748",5
"418749",8
"418751",5
"418752",2
"418753",9
"418754",4
"418755",3
"418756",4
"418757",4
"418760",10
"418761",5
"418762",5
"418763",6
"418764",6
"418765",6
"418766",5
"418767",4
"418776",5
"418777",7
"418778",3
"418780",3
"418782",6
"418783",5
"418784",3
"418785",2
"418787",4
"418788",4
"418791",6
"418792",12
"418793",6
"418795",7
"418796",4
"418798",4
"418799",5
"418800",5
"418801",7
"418802",8
"418803",5
"418804",3
"418806",2
"418808",1
"418809",6
"418811",4
"418812",4
"418813",4
"418814",4
"418815",2
"418827",10
"418828",8
"418829",6
"418830",3
"418832",6
"418833",6
"418834",2
"418835",4
"418842",4
"418843",3
"418844",6
"418845",6
"418846",3
"418847",4
"418848",5
"418849",2
"418858",4
"418859",6
"418860",4
"418861",1
"418864",2
"418872",1
"418873",2
"418874",2
"418875",1
"418876",3
"418878",7
"418879",10
"418880",9
"418882",5
"418883",3
"418885",6
"418886",5
"418887",5
"418888",4
"418889",5
"418890",7
"418891",4
"418893",2
"418894",4
"418895",3
"418896",5
"418897",3
"418898",8
"418899",7
"418900",6
"418901",5
"418902",9
"418903",8
"418904",8
"418905",7
"418906",7
"418907",6
"418908",11
"418909",1
"418910",6
"418911",4
"418912",2
"418913",3
"418914",4
"418915",5
"418916",2
"418917",3
"418918",5
"418919",5
"418920",2
"418921",5
"418922",4
"418923",2
"418925",1
"418926",6
"418927",6
"418928",8
"418929",8
"418930",8
"418931",7
"418932",4
"418933",4
"418934",10
"418935",3
"418936",6
"418937",4
"418938",4
"418939",6
"418946",3
"418952",8
"418953",9
"418954",4
"418956",5
"418961",3
"418977",3
"418983",7
"418988",7
"418992",2
"419003",4
"419006",5
"419007",6
"419008",6
"419012",6
"419013",5
"419014",3
"419017",2
"419022",2
"419027",3
"419028",4
"419034",2
"419040",4
"419059",4
"419065",5
"419066",4
"419067",3
"419070",2
"419071",8
"419072",4
"419073",4
"419074",2
"419080",3
"419095",4
"419096",5
"419099",4
"419100",3
"419101",4
"419107",3
"419108",5
"419109",3
"419110",5
"419112",2
"419116",8
"419117",13
"419118",7
"419122",3
"419123",3
"419124",5
"419131",4
"419139",4
"419140",4
"419147",8
"419148",4
"419149",3
"419150",5
"419151",4
"419152",4
"419153",4
"419154",7
"419155",3
"419156",5
"419157",3
"419162",3
"419168",10
"419169",7
"419170",10
"419171",11
"419172",8
"419173",7
"419175",6
"419176",5
"419177",4
"419178",5
"419179",5
"419180",3
"419184",8
"419187",12
"419188",6
"419189",5
"419190",7
"419194",3
"419195",8
"419196",3
"419197",2
"419201",3
"419202",3
"419203",3
"419204",6
"419205",8
"419206",3
"419207",1
"419211",3
"419220",5
"419221",7
"419222",7
"419223",4
"419224",6
"419225",6
"419226",3
"419227",7
"419228",5
"419229",11
"419230",4
"419231",5
"419232",5
"419233",4
"419234",5
"419235",9
"419236",4
"419237",3
"419238",4
"419239",7
"419240",2
"419241",4
"419243",5
"419244",4
"419245",3
"419246",4
"419247",5
"419248",8
"419249",7
"419250",5
"419251",4
"419252",2
"419253",3
"419254",3
"419255",3
"419256",5
"419257",3
"419258",4
"419259",6
"419260",3
"419261",5
"419262",6
"419263",4
"419264",8
"419265",3
"419266",4
"419267",4
"419268",3
"419269",3
"419270",4
"419271",3
"419272",7
"419273",7
"419274",3
"419275",3
"419277",5
"419278",3
"419279",7
"419280",6
"419281",4
"419282",9
"419283",4
